Nome;Telefone;WhatsApp;Email;Especialidade;Cidade;Estado;Fonte
"Dr. Rafael Costa Lopes";"5532935458121";"https://wa.me/5532935458121";"rafael.costa@outlook.com";"Endocrinologia / Modulação Hormonal e Canabinoide";"Juiz de Fora";"MG";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Caio Soares Marques";"5513944730651";"https://wa.me/5513944730651";"caio.soares@outlook.com";"Medicina Integrativa & Funcional";"Santos";"SP";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Felipe Santana Moreira";"5565971344292";"https://wa.me/5565971344292";"felipe.santana@gmail.com";"Neurologia / Epilepsia e Transtornos Neurodegenerativos";"Cuiabá";"MT";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Leticia Andrade Dias";"5516948820629";"https://wa.me/5516948820629";"leticia.andrade@drsaude.com.br";"Geriatria & Cuidados Paliativos";"Ribeirão Preto";"SP";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Gabriela Ribeiro Rocha";"5585967159284";"https://wa.me/5585967159284";"gabriela.ribeiro@drsaude.com.br";"Medicina Canabinoide / Dor Crônica";"Fortaleza";"CE";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Natalia Santana Freitas";"5521912559198";"https://wa.me/5521912559198";"natalia.santana@consultoriomed.com.br";"Fitoterapia Médica / Cannabis Terapêutica";"Niterói";"RJ";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Luiza Mendes Lopes";"5516956230767";"https://wa.me/5516956230767";"luiza.mendes@drsaude.com.br";"Psiquiatria Integrativa / Ansiedade e TDAH";"Ribeirão Preto";"SP";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Juliana Alves Lima";"5565927913917";"https://wa.me/5565927913917";"juliana.alves@consultoriomed.com.br";"Geriatria & Cuidados Paliativos";"Cuiabá";"MT";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Ricardo Pereira Rocha";"5562997982908";"https://wa.me/5562997982908";"ricardo.pereira@saudeintegrativa.med.br";"Medicina Integrativa & Funcional";"Goiânia";"GO";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Caio Pereira Vieira";"5527979884056";"https://wa.me/5527979884056";"caio.pereira@clinicamedica.com.br";"Medicina Canabinoide / Dor Crônica";"Vitória";"ES";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Rafael Silva Cardoso";"5551933624100";"https://wa.me/5551933624100";"rafael.silva@consultoriomed.com.br";"Medicina Integrativa & Funcional";"Porto Alegre";"RS";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Monica Costa Santos";"5532942357380";"https://wa.me/5532942357380";"monica.costa@consultoriomed.com.br";"Neurologia / Epilepsia e Transtornos Neurodegenerativos";"Juiz de Fora";"MG";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Gustavo Dias Lopes";"5584912843264";"https://wa.me/5584912843264";"gustavo.dias@institutocanabis.med.br";"Geriatria & Cuidados Paliativos";"Natal";"RN";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Natalia Souza Gomes";"5548974542088";"https://wa.me/5548974542088";"natalia.souza@institutocanabis.med.br";"Neurologia / Epilepsia e Transtornos Neurodegenerativos";"Florianópolis";"SC";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Diego Rodrigues Freitas";"5554959519422";"https://wa.me/5554959519422";"diego.rodrigues@gmail.com";"Ortopedia & Traumatologia / Tratamento da Dor";"Caxias do Sul";"RS";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Roberta Gomes Vieira";"5527916611517";"https://wa.me/5527916611517";"roberta.gomes@saudeintegrativa.med.br";"Medicina de Família e Comunidade";"Vitória";"ES";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Roberta Lopes Fernandes";"5561958492623";"https://wa.me/5561958492623";"roberta.lopes@outlook.com";"Clínica Médica / Terapia Endocanabinoide";"Brasília";"DF";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Felipe Lima Souza";"5532956655636";"https://wa.me/5532956655636";"felipe.lima@clinicamedica.com.br";"Geriatria & Cuidados Paliativos";"Juiz de Fora";"MG";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Eduardo Almeida Ribeiro";"5567951456474";"https://wa.me/5567951456474";"eduardo.almeida@saudeintegrativa.med.br";"Fitoterapia Médica / Cannabis Terapêutica";"Campo Grande";"MS";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Isabela Cardoso Ribeiro";"5527968931520";"https://wa.me/5527968931520";"isabela.cardoso@saudeintegrativa.med.br";"Ortopedia & Traumatologia / Tratamento da Dor";"Vitória";"ES";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Guilherme Santana Freitas";"5519923293282";"https://wa.me/5519923293282";"guilherme.santana@clinicamedica.com.br";"Endocrinologia / Modulação Hormonal e Canabinoide";"Campinas";"SP";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Matheus Dias Nascimento";"5531974121121";"https://wa.me/5531974121121";"matheus.dias@saudeintegrativa.med.br";"Psiquiatria Integrativa / Ansiedade e TDAH";"Belo Horizonte";"MG";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Renata Dias Rocha";"5513937575847";"https://wa.me/5513937575847";"renata.dias@saudeintegrativa.med.br";"Medicina Canabinoide / Dor Crônica";"Santos";"SP";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Matheus Nunes Nascimento";"5551911752882";"https://wa.me/5551911752882";"matheus.nunes@outlook.com";"Medicina de Família e Comunidade";"Porto Alegre";"RS";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Marcelo Lima Gonçalves";"5582927953538";"https://wa.me/5582927953538";"marcelo.lima@drsaude.com.br";"Medicina de Família e Comunidade";"Maceió";"AL";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Daniel Lopes Costa";"5534944694022";"https://wa.me/5534944694022";"daniel.lopes@gmail.com";"Neurologia / Epilepsia e Transtornos Neurodegenerativos";"Uberlândia";"MG";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Vanessa Vieira Lima";"5571917461964";"https://wa.me/5571917461964";"vanessa.vieira@outlook.com";"Geriatria & Cuidados Paliativos";"Salvador";"BA";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Larissa Martins Lopes";"5531928465359";"https://wa.me/5531928465359";"larissa.martins@drsaude.com.br";"Clínica Médica / Terapia Endocanabinoide";"Belo Horizonte";"MG";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Ana Paula Mendes Mendes";"5521924334421";"https://wa.me/5521924334421";"anapaula.mendes@clinicamedica.com.br";"Endocrinologia / Modulação Hormonal e Canabinoide";"Rio de Janeiro";"RJ";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Thiago Gomes Costa";"5543916983438";"https://wa.me/5543916983438";"thiago.gomes@drsaude.com.br";"Medicina de Família e Comunidade";"Londrina";"PR";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Luciana Moreira Rodrigues";"5521966403161";"https://wa.me/5521966403161";"luciana.moreira@saudeintegrativa.med.br";"Clínica Médica / Terapia Endocanabinoide";"Niterói";"RJ";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Helena Silva Soares";"5584961316918";"https://wa.me/5584961316918";"helena.silva@institutocanabis.med.br";"Medicina Canabinoide / Dor Crônica";"Natal";"RN";"Diretório Nacional de Especialistas & Prescritores"
"Dr. André Moreira Souza";"5547933658365";"https://wa.me/5547933658365";"andré.moreira@outlook.com";"Clínica Médica / Terapia Endocanabinoide";"Joinville";"SC";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Carlos Martins Vieira";"5571921019910";"https://wa.me/5571921019910";"carlos.martins@clinicamedica.com.br";"Fitoterapia Médica / Cannabis Terapêutica";"Salvador";"BA";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Fernando Moreira Nunes";"5554916841105";"https://wa.me/5554916841105";"fernando.moreira@gmail.com";"Fitoterapia Médica / Cannabis Terapêutica";"Caxias do Sul";"RS";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Larissa Vieira Nunes";"5583953822337";"https://wa.me/5583953822337";"larissa.vieira@consultoriomed.com.br";"Neurologia / Epilepsia e Transtornos Neurodegenerativos";"João Pessoa";"PB";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Amanda Alves Silva";"5513963708127";"https://wa.me/5513963708127";"amanda.alves@clinicamedica.com.br";"Fitoterapia Médica / Cannabis Terapêutica";"Santos";"SP";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Rodrigo Nunes Pereira";"5541920401336";"https://wa.me/5541920401336";"rodrigo.nunes@outlook.com";"Ortopedia & Traumatologia / Tratamento da Dor";"Curitiba";"PR";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Rodrigo Gomes Costa";"5512963339074";"https://wa.me/5512963339074";"rodrigo.gomes@clinicamedica.com.br";"Geriatria & Cuidados Paliativos";"São José dos Campos";"SP";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Clarissa Vieira Carvalho";"5543919515219";"https://wa.me/5543919515219";"clarissa.vieira@saudeintegrativa.med.br";"Fitoterapia Médica / Cannabis Terapêutica";"Londrina";"PR";"Diretório Nacional de Especialistas & Prescritores"
"Dr. André Santana Ferreira";"5565996594488";"https://wa.me/5565996594488";"andré.santana@outlook.com";"Medicina Integrativa & Funcional";"Cuiabá";"MT";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Amanda Oliveira Costa";"5544915100223";"https://wa.me/5544915100223";"amanda.oliveira@clinicamedica.com.br";"Medicina Integrativa & Funcional";"Maringá";"PR";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Helena Rodrigues Souza";"5565924287633";"https://wa.me/5565924287633";"helena.rodrigues@institutocanabis.med.br";"Neurologia / Epilepsia e Transtornos Neurodegenerativos";"Cuiabá";"MT";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Larissa Teixeira Mendes";"5541924696504";"https://wa.me/5541924696504";"larissa.teixeira@saudeintegrativa.med.br";"Medicina de Família e Comunidade";"Curitiba";"PR";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Diego Cardoso Marques";"5543965268306";"https://wa.me/5543965268306";"diego.cardoso@clinicamedica.com.br";"Neurologia / Epilepsia e Transtornos Neurodegenerativos";"Londrina";"PR";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Clarissa Oliveira Costa";"5544998968705";"https://wa.me/5544998968705";"clarissa.oliveira@consultoriomed.com.br";"Medicina de Família e Comunidade";"Maringá";"PR";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Marcelo Souza Martins";"5581923257940";"https://wa.me/5581923257940";"marcelo.souza@drsaude.com.br";"Neurologia / Epilepsia e Transtornos Neurodegenerativos";"Recife";"PE";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Guilherme Souza Freitas";"5543944303368";"https://wa.me/5543944303368";"guilherme.souza@clinicamedica.com.br";"Geriatria & Cuidados Paliativos";"Londrina";"PR";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Felipe Souza Rocha";"5544960693652";"https://wa.me/5544960693652";"felipe.souza@gmail.com";"Medicina Canabinoide / Dor Crônica";"Maringá";"PR";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Clarissa Santos Fernandes";"5554988145257";"https://wa.me/5554988145257";"clarissa.santos@gmail.com";"Geriatria & Cuidados Paliativos";"Caxias do Sul";"RS";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Marcelo Pereira Barbosa";"5524942369025";"https://wa.me/5524942369025";"marcelo.pereira@gmail.com";"Geriatria & Cuidados Paliativos";"Petrópolis";"RJ";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Bruna Oliveira Nunes";"5585946486903";"https://wa.me/5585946486903";"bruna.oliveira@institutocanabis.med.br";"Neurologia / Epilepsia e Transtornos Neurodegenerativos";"Fortaleza";"CE";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Otavio Teixeira Lima";"5554955688365";"https://wa.me/5554955688365";"otavio.teixeira@clinicamedica.com.br";"Psiquiatria Integrativa / Ansiedade e TDAH";"Caxias do Sul";"RS";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Luiza Vieira Mendes";"5524924871157";"https://wa.me/5524924871157";"luiza.vieira@outlook.com";"Clínica Médica / Terapia Endocanabinoide";"Petrópolis";"RJ";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Fernanda Rocha Vieira";"5571959210188";"https://wa.me/5571959210188";"fernanda.rocha@gmail.com";"Fitoterapia Médica / Cannabis Terapêutica";"Salvador";"BA";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Natalia Teixeira Alves";"5551957586063";"https://wa.me/5551957586063";"natalia.teixeira@outlook.com";"Ortopedia & Traumatologia / Tratamento da Dor";"Porto Alegre";"RS";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Bruna Pereira Lopes";"5512981403797";"https://wa.me/5512981403797";"bruna.pereira@institutocanabis.med.br";"Fitoterapia Médica / Cannabis Terapêutica";"São José dos Campos";"SP";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Thais Santos Ramos";"5561947094086";"https://wa.me/5561947094086";"thais.santos@gmail.com";"Geriatria & Cuidados Paliativos";"Brasília";"DF";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Alexandre Ferreira Pereira";"5581941345593";"https://wa.me/5581941345593";"alexandre.ferreira@clinicamedica.com.br";"Ortopedia & Traumatologia / Tratamento da Dor";"Recife";"PE";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Matheus Gonçalves Souza";"5567927487880";"https://wa.me/5567927487880";"matheus.gonçalves@gmail.com";"Medicina Canabinoide / Dor Crônica";"Campo Grande";"MS";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Clarissa Costa Ribeiro";"5519976721968";"https://wa.me/5519976721968";"clarissa.costa@institutocanabis.med.br";"Geriatria & Cuidados Paliativos";"Campinas";"SP";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Flavia Andrade Ferreira";"5581984726382";"https://wa.me/5581984726382";"flavia.andrade@drsaude.com.br";"Geriatria & Cuidados Paliativos";"Recife";"PE";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Juliana Almeida Ferreira";"5532943686200";"https://wa.me/5532943686200";"juliana.almeida@saudeintegrativa.med.br";"Neurologia / Epilepsia e Transtornos Neurodegenerativos";"Juiz de Fora";"MG";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Leonardo Dias Teixeira";"5548984630362";"https://wa.me/5548984630362";"leonardo.dias@drsaude.com.br";"Psiquiatria Integrativa / Ansiedade e TDAH";"Florianópolis";"SC";"Diretório Nacional de Especialistas & Prescritores"
"Dr. André Gonçalves Gomes";"5583981254019";"https://wa.me/5583981254019";"andré.gonçalves@consultoriomed.com.br";"Medicina de Família e Comunidade";"João Pessoa";"PB";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Vinicius Pereira Gonçalves";"5531973630463";"https://wa.me/5531973630463";"vinicius.pereira@clinicamedica.com.br";"Endocrinologia / Modulação Hormonal e Canabinoide";"Belo Horizonte";"MG";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Denise Silva Vieira";"5521971258834";"https://wa.me/5521971258834";"denise.silva@saudeintegrativa.med.br";"Geriatria & Cuidados Paliativos";"Niterói";"RJ";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Daniel Ferreira Santana";"5531923037257";"https://wa.me/5531923037257";"daniel.ferreira@outlook.com";"Medicina Canabinoide / Dor Crônica";"Belo Horizonte";"MG";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Gabriela Machado Dias";"5584971404241";"https://wa.me/5584971404241";"gabriela.machado@clinicamedica.com.br";"Psiquiatria Integrativa / Ansiedade e TDAH";"Natal";"RN";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Henrique Moreira Rodrigues";"5513913361657";"https://wa.me/5513913361657";"henrique.moreira@clinicamedica.com.br";"Clínica Médica / Terapia Endocanabinoide";"Santos";"SP";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Guilherme Nunes Soares";"5547917186523";"https://wa.me/5547917186523";"guilherme.nunes@institutocanabis.med.br";"Medicina Integrativa & Funcional";"Joinville";"SC";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Matheus Vieira Vieira";"5524941524850";"https://wa.me/5524941524850";"matheus.vieira@outlook.com";"Psiquiatria Integrativa / Ansiedade e TDAH";"Petrópolis";"RJ";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Larissa Marques Souza";"5532925221937";"https://wa.me/5532925221937";"larissa.marques@saudeintegrativa.med.br";"Medicina Canabinoide / Dor Crônica";"Juiz de Fora";"MG";"Diretório Nacional de Especialistas & Prescritores"
"Dr. André Rocha Ribeiro";"5532927688502";"https://wa.me/5532927688502";"andré.rocha@clinicamedica.com.br";"Ortopedia & Traumatologia / Tratamento da Dor";"Juiz de Fora";"MG";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Vanessa Lima Ferreira";"5562982851500";"https://wa.me/5562982851500";"vanessa.lima@clinicamedica.com.br";"Neurologia / Epilepsia e Transtornos Neurodegenerativos";"Goiânia";"GO";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Daniel Rodrigues Gonçalves";"5519932753287";"https://wa.me/5519932753287";"daniel.rodrigues@institutocanabis.med.br";"Psiquiatria Integrativa / Ansiedade e TDAH";"Campinas";"SP";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Guilherme Ferreira Ramos";"5521941133165";"https://wa.me/5521941133165";"guilherme.ferreira@drsaude.com.br";"Medicina Canabinoide / Dor Crônica";"Rio de Janeiro";"RJ";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Clarissa Nascimento Vieira";"5534947021130";"https://wa.me/5534947021130";"clarissa.nascimento@institutocanabis.med.br";"Clínica Médica / Terapia Endocanabinoide";"Uberlândia";"MG";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Sergio Silva Mendes";"5565919875336";"https://wa.me/5565919875336";"sergio.silva@clinicamedica.com.br";"Geriatria & Cuidados Paliativos";"Cuiabá";"MT";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Fernanda Dias Souza";"5562925944779";"https://wa.me/5562925944779";"fernanda.dias@drsaude.com.br";"Fitoterapia Médica / Cannabis Terapêutica";"Goiânia";"GO";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Sabrina Vieira Nunes";"5531945222004";"https://wa.me/5531945222004";"sabrina.vieira@institutocanabis.med.br";"Ortopedia & Traumatologia / Tratamento da Dor";"Belo Horizonte";"MG";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Luciana Dias Ribeiro";"5519913419496";"https://wa.me/5519913419496";"luciana.dias@clinicamedica.com.br";"Medicina Integrativa & Funcional";"Campinas";"SP";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Thiago Teixeira Fernandes";"5584965457771";"https://wa.me/5584965457771";"thiago.teixeira@saudeintegrativa.med.br";"Ortopedia & Traumatologia / Tratamento da Dor";"Natal";"RN";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Murilo Cardoso Dias";"5521959627439";"https://wa.me/5521959627439";"murilo.cardoso@saudeintegrativa.med.br";"Medicina Canabinoide / Dor Crônica";"Rio de Janeiro";"RJ";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Rodrigo Nascimento Souza";"5585946953846";"https://wa.me/5585946953846";"rodrigo.nascimento@consultoriomed.com.br";"Geriatria & Cuidados Paliativos";"Fortaleza";"CE";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Larissa Teixeira Carvalho";"5534910606175";"https://wa.me/5534910606175";"larissa.teixeira@consultoriomed.com.br";"Endocrinologia / Modulação Hormonal e Canabinoide";"Uberlândia";"MG";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Vitor Nascimento Santana";"5532979790094";"https://wa.me/5532979790094";"vitor.nascimento@outlook.com";"Medicina de Família e Comunidade";"Juiz de Fora";"MG";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Sabrina Gomes Machado";"5551935213182";"https://wa.me/5551935213182";"sabrina.gomes@gmail.com";"Medicina Integrativa & Funcional";"Porto Alegre";"RS";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Caio Carvalho Marques";"5582928328624";"https://wa.me/5582928328624";"caio.carvalho@saudeintegrativa.med.br";"Psiquiatria Integrativa / Ansiedade e TDAH";"Maceió";"AL";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Ana Paula Moreira Ramos";"5513913775498";"https://wa.me/5513913775498";"anapaula.moreira@gmail.com";"Medicina de Família e Comunidade";"Santos";"SP";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Marcelo Machado Lima";"5531978620332";"https://wa.me/5531978620332";"marcelo.machado@gmail.com";"Medicina Canabinoide / Dor Crônica";"Belo Horizonte";"MG";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Carolina Silva Ferreira";"5554951739749";"https://wa.me/5554951739749";"carolina.silva@saudeintegrativa.med.br";"Neurologia / Epilepsia e Transtornos Neurodegenerativos";"Caxias do Sul";"RS";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Felipe Soares Pereira";"5543965175753";"https://wa.me/5543965175753";"felipe.soares@outlook.com";"Medicina Canabinoide / Dor Crônica";"Londrina";"PR";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Daniel Ferreira Almeida";"5511974508434";"https://wa.me/5511974508434";"daniel.ferreira@institutocanabis.med.br";"Psiquiatria Integrativa / Ansiedade e TDAH";"São Paulo";"SP";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Vitor Gonçalves Ferreira";"5513941452262";"https://wa.me/5513941452262";"vitor.gonçalves@saudeintegrativa.med.br";"Medicina Integrativa & Funcional";"Santos";"SP";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Carolina Barbosa Oliveira";"5532970391576";"https://wa.me/5532970391576";"carolina.barbosa@institutocanabis.med.br";"Medicina Canabinoide / Dor Crônica";"Juiz de Fora";"MG";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Isabela Oliveira Dias";"5524993627921";"https://wa.me/5524993627921";"isabela.oliveira@outlook.com";"Ortopedia & Traumatologia / Tratamento da Dor";"Petrópolis";"RJ";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Tatiana Ferreira Moreira";"5513918278808";"https://wa.me/5513918278808";"tatiana.ferreira@outlook.com";"Endocrinologia / Modulação Hormonal e Canabinoide";"Santos";"SP";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Leonardo Mendes Machado";"5548953107077";"https://wa.me/5548953107077";"leonardo.mendes@outlook.com";"Medicina de Família e Comunidade";"Florianópolis";"SC";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Leonardo Teixeira Teixeira";"5548936342082";"https://wa.me/5548936342082";"leonardo.teixeira@institutocanabis.med.br";"Clínica Médica / Terapia Endocanabinoide";"Florianópolis";"SC";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Rafael Mendes Marques";"5581920858575";"https://wa.me/5581920858575";"rafael.mendes@gmail.com";"Psiquiatria Integrativa / Ansiedade e TDAH";"Recife";"PE";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Guilherme Gonçalves Cardoso";"5512934023440";"https://wa.me/5512934023440";"guilherme.gonçalves@drsaude.com.br";"Geriatria & Cuidados Paliativos";"São José dos Campos";"SP";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Vitor Fernandes Santos";"5543956982623";"https://wa.me/5543956982623";"vitor.fernandes@outlook.com";"Clínica Médica / Terapia Endocanabinoide";"Londrina";"PR";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Rodrigo Lima Barbosa";"5561980974580";"https://wa.me/5561980974580";"rodrigo.lima@consultoriomed.com.br";"Medicina Canabinoide / Dor Crônica";"Brasília";"DF";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Murilo Rocha Freitas";"5524938539912";"https://wa.me/5524938539912";"murilo.rocha@saudeintegrativa.med.br";"Ortopedia & Traumatologia / Tratamento da Dor";"Petrópolis";"RJ";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Gabriela Gomes Santos";"5561973333230";"https://wa.me/5561973333230";"gabriela.gomes@saudeintegrativa.med.br";"Medicina de Família e Comunidade";"Brasília";"DF";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Priscila Gomes Nascimento";"5585954364035";"https://wa.me/5585954364035";"priscila.gomes@consultoriomed.com.br";"Neurologia / Epilepsia e Transtornos Neurodegenerativos";"Fortaleza";"CE";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Natalia Mendes Almeida";"5585981883727";"https://wa.me/5585981883727";"natalia.mendes@gmail.com";"Medicina Integrativa & Funcional";"Fortaleza";"CE";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Eduardo Santana Rodrigues";"5513987147343";"https://wa.me/5513987147343";"eduardo.santana@institutocanabis.med.br";"Psiquiatria Integrativa / Ansiedade e TDAH";"Santos";"SP";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Carlos Oliveira Santana";"5524918576751";"https://wa.me/5524918576751";"carlos.oliveira@gmail.com";"Medicina Canabinoide / Dor Crônica";"Petrópolis";"RJ";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Luiza Barbosa Vieira";"5567999010996";"https://wa.me/5567999010996";"luiza.barbosa@drsaude.com.br";"Medicina Canabinoide / Dor Crônica";"Campo Grande";"MS";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Guilherme Gonçalves Moreira";"5567947760804";"https://wa.me/5567947760804";"guilherme.gonçalves@saudeintegrativa.med.br";"Medicina de Família e Comunidade";"Campo Grande";"MS";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Eduardo Gonçalves Souza";"5547969345027";"https://wa.me/5547969345027";"eduardo.gonçalves@consultoriomed.com.br";"Clínica Médica / Terapia Endocanabinoide";"Joinville";"SC";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Henrique Vieira Mendes";"5521971273845";"https://wa.me/5521971273845";"henrique.vieira@institutocanabis.med.br";"Medicina de Família e Comunidade";"Rio de Janeiro";"RJ";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Thais Fernandes Cardoso";"5585923341475";"https://wa.me/5585923341475";"thais.fernandes@outlook.com";"Psiquiatria Integrativa / Ansiedade e TDAH";"Fortaleza";"CE";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Priscila Lopes Teixeira";"5548915978498";"https://wa.me/5548915978498";"priscila.lopes@consultoriomed.com.br";"Medicina Canabinoide / Dor Crônica";"Florianópolis";"SC";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Rodrigo Alves Ferreira";"5519990564893";"https://wa.me/5519990564893";"rodrigo.alves@institutocanabis.med.br";"Fitoterapia Médica / Cannabis Terapêutica";"Campinas";"SP";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Flavia Silva Barbosa";"5534910065757";"https://wa.me/5534910065757";"flavia.silva@saudeintegrativa.med.br";"Psiquiatria Integrativa / Ansiedade e TDAH";"Uberlândia";"MG";"Diretório Nacional de Especialistas & Prescritores"
"Dr. Thiago Machado Costa";"5554971020076";"https://wa.me/5554971020076";"thiago.machado@consultoriomed.com.br";"Psiquiatria Integrativa / Ansiedade e TDAH";"Caxias do Sul";"RS";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Thais Cardoso Fernandes";"5543974106682";"https://wa.me/5543974106682";"thais.cardoso@saudeintegrativa.med.br";"Clínica Médica / Terapia Endocanabinoide";"Londrina";"PR";"Diretório Nacional de Especialistas & Prescritores"
"Dra. Sabrina Ferreira Ramos";"5519998934196";"https://wa.me/5519998934196";"sabrina.ferreira@consultoriomed.com.br";"Medicina Canabinoide / Dor Crônica";"Campinas";"SP";"Diretório Nacional de Especialistas & Prescritores"
